ResponseId;type;item;value
R_2jGsc7C5sRxD6w1;negative;1;We are very nearly at capacity
R_2jGsc7C5sRxD6w1;negative;2;Our social benefit system is at breaking point
R_2jGsc7C5sRxD6w1;negative;3;There are pockets of immigrant housing which can be intimidating
R_2jGsc7C5sRxD6w1;negative;4;NHS is broken and not helped by surges in population
R_2jGsc7C5sRxD6w1;negative;5;NA
R_2Ox9tuSbEIcKaOn;positive;1;Better opportunities for immigrants
R_2Ox9tuSbEIcKaOn;positive;2;Help for immigrant families
R_2Ox9tuSbEIcKaOn;positive;3;NA
R_2Ox9tuSbEIcKaOn;positive;4;NA
R_2Ox9tuSbEIcKaOn;positive;5;NA
R_2Ox9tuSbEIcKaOn;negative;1;People in certain areas in the UK are against it
R_2Ox9tuSbEIcKaOn;negative;2;Bad treatment to immigrants
R_2Ox9tuSbEIcKaOn;negative;3;NA
R_2Ox9tuSbEIcKaOn;negative;4;NA
R_2Ox9tuSbEIcKaOn;negative;5;NA
R_2sBpbvL0RHKgkDJ;positive;1;Cultural Diversity
R_2sBpbvL0RHKgkDJ;positive;2;Population Diversity
R_2sBpbvL0RHKgkDJ;positive;3;Knowledge and skill sharing
R_2sBpbvL0RHKgkDJ;positive;4;Its just a good thing to move and instigate change in populations
R_2sBpbvL0RHKgkDJ;positive;5;NA
R_2sBpbvL0RHKgkDJ;negative;1;Over population in a single area can cause depletion if unchecked
R_2sBpbvL0RHKgkDJ;negative;2;Dilution of cultural heritage if it is not protected
R_2sBpbvL0RHKgkDJ;negative;3;The ability to care for a migrant population may not be present causing instability
R_2sBpbvL0RHKgkDJ;negative;4;NA
R_2sBpbvL0RHKgkDJ;negative;5;NA
R_82qUqsj95cTGtLq;positive;1;Makes the country culturally diverse
R_82qUqsj95cTGtLq;positive;2;Fills gaps in the job markets
R_82qUqsj95cTGtLq;positive;3;Increases Tac received into the economy
R_82qUqsj95cTGtLq;positive;4;NA
R_82qUqsj95cTGtLq;positive;5;NA
R_82qUqsj95cTGtLq;negative;1;NA
R_82qUqsj95cTGtLq;negative;2;NA
R_82qUqsj95cTGtLq;negative;3;NA
R_82qUqsj95cTGtLq;negative;4;NA
R_82qUqsj95cTGtLq;negative;5;NA
R_2nVDQ7Q5FcgnoqR;positive;1;Back fill gaps in NHs and other over stretched services
R_2nVDQ7Q5FcgnoqR;positive;2;Cultural diversity.
R_2nVDQ7Q5FcgnoqR;positive;3;NA
R_2nVDQ7Q5FcgnoqR;positive;4;NA
R_2nVDQ7Q5FcgnoqR;positive;5;NA
R_2nVDQ7Q5FcgnoqR;negative;1;Strain on the economy
R_2nVDQ7Q5FcgnoqR;negative;2;Shortage of accomodation for UK homeless
R_2nVDQ7Q5FcgnoqR;negative;3;Illegal activiites
R_2nVDQ7Q5FcgnoqR;negative;4;Threat to security
R_2nVDQ7Q5FcgnoqR;negative;5;NA
R_2U4ql5uwMRZSI2g;positive;1;More skilled labour
R_2U4ql5uwMRZSI2g;positive;2;Diversity in culture
R_2U4ql5uwMRZSI2g;positive;3;NA
R_2U4ql5uwMRZSI2g;positive;4;NA
R_2U4ql5uwMRZSI2g;positive;5;NA
R_2U4ql5uwMRZSI2g;negative;1;Overcrowding
R_2U4ql5uwMRZSI2g;negative;2;Strain on housing
R_2U4ql5uwMRZSI2g;negative;3;Strain on NHS
R_2U4ql5uwMRZSI2g;negative;4;Strain on public services
R_2U4ql5uwMRZSI2g;negative;5;NA
R_2suYDCLvyMTa4oe;positive;1;Help the ageing population
R_2suYDCLvyMTa4oe;positive;2;Younger workforce
R_2suYDCLvyMTa4oe;positive;3;Able to work low paid entry level jobs
R_2suYDCLvyMTa4oe;positive;4;diversity
R_2suYDCLvyMTa4oe;positive;5;NA
R_2suYDCLvyMTa4oe;negative;1;clash of cultures?
R_2suYDCLvyMTa4oe;negative;2;not enough homes already
R_2suYDCLvyMTa4oe;negative;3;NA
R_2suYDCLvyMTa4oe;negative;4;NA
R_2suYDCLvyMTa4oe;negative;5;NA
R_2Pw9PgUb0dqJW7X;positive;1;Filling job vacancies that cannot be otherwise filled.
R_2Pw9PgUb0dqJW7X;positive;2;NA
R_2Pw9PgUb0dqJW7X;positive;3;NA
R_2Pw9PgUb0dqJW7X;positive;4;NA
R_2Pw9PgUb0dqJW7X;positive;5;NA
R_2Pw9PgUb0dqJW7X;negative;1;Unresolvable cultural differences.
R_2Pw9PgUb0dqJW7X;negative;2;Increases in crime.
R_2Pw9PgUb0dqJW7X;negative;3;Development of parallel societies.
R_2Pw9PgUb0dqJW7X;negative;4;Failure of integration.
R_2Pw9PgUb0dqJW7X;negative;5;NA
R_88SDnNu0VDQl0cl;positive;1;Diversity
R_88SDnNu0VDQl0cl;positive;2;Skill sets
R_88SDnNu0VDQl0cl;positive;3;NA
R_88SDnNu0VDQl0cl;positive;4;NA
R_88SDnNu0VDQl0cl;positive;5;NA
R_88SDnNu0VDQl0cl;negative;1;Population growth
R_88SDnNu0VDQl0cl;negative;2;Loss of identity
R_88SDnNu0VDQl0cl;negative;3;Prejudice towards immigration
R_88SDnNu0VDQl0cl;negative;4;NA
R_88SDnNu0VDQl0cl;negative;5;NA
R_8ZBwLcLdnJdMyZi;positive;1;good for the economy
R_8ZBwLcLdnJdMyZi;positive;2;skilled people
R_8ZBwLcLdnJdMyZi;positive;3;NA
R_8ZBwLcLdnJdMyZi;positive;4;NA
R_8ZBwLcLdnJdMyZi;positive;5;NA
R_8ZBwLcLdnJdMyZi;negative;1;getting everything free
R_8ZBwLcLdnJdMyZi;negative;2;living in hotels
R_8ZBwLcLdnJdMyZi;negative;3;criminal background
R_8ZBwLcLdnJdMyZi;negative;4;NA
R_8ZBwLcLdnJdMyZi;negative;5;NA
R_8bNKninUTW3Sbru;positive;1;legal immigrants improve economy
R_8bNKninUTW3Sbru;positive;2;NA
R_8bNKninUTW3Sbru;positive;3;NA
R_8bNKninUTW3Sbru;positive;4;NA
R_8bNKninUTW3Sbru;positive;5;NA
R_8bNKninUTW3Sbru;negative;1;illegal immigrants bring crime
R_8bNKninUTW3Sbru;negative;2;illegal immigrants do not integrate into British society
R_8bNKninUTW3Sbru;negative;3;NA
R_8bNKninUTW3Sbru;negative;4;NA
R_8bNKninUTW3Sbru;negative;5;NA
R_2It4lv50292D5B7;positive;1;Filling labour shortages
R_2It4lv50292D5B7;positive;2;Increases cultural diversity
R_2It4lv50292D5B7;positive;3;NA
R_2It4lv50292D5B7;positive;4;NA
R_2It4lv50292D5B7;positive;5;NA
R_2It4lv50292D5B7;negative;1;More pressure on healthcare services
R_2It4lv50292D5B7;negative;2;Social tensions
R_2It4lv50292D5B7;negative;3;Lack of housing available
R_2It4lv50292D5B7;negative;4;NA
R_2It4lv50292D5B7;negative;5;NA
R_2nSDSwivB85twOg;positive;1;Diversity
R_2nSDSwivB85twOg;positive;2;Helping the economy
R_2nSDSwivB85twOg;positive;3;Adding to the workforce
R_2nSDSwivB85twOg;positive;4;NA
R_2nSDSwivB85twOg;positive;5;NA
R_2nSDSwivB85twOg;negative;1;Rapid population growth
R_2nSDSwivB85twOg;negative;2;Extra pressure on NHS services
R_2nSDSwivB85twOg;negative;3;Extra pressure on social housing services
R_2nSDSwivB85twOg;negative;4;NA
R_2nSDSwivB85twOg;negative;5;NA
R_8USGRnZLqiWeQwh;positive;1;Brings talented individuals that con contribute to society
R_8USGRnZLqiWeQwh;positive;2;Helps counteract low birth rates
R_8USGRnZLqiWeQwh;positive;3;Can provide cheaper labor
R_8USGRnZLqiWeQwh;positive;4;Fills skills/labor gaps (i.e. HGV drivers, farm workers etc)
R_8USGRnZLqiWeQwh;positive;5;NA
R_8USGRnZLqiWeQwh;negative;1;NA
R_8USGRnZLqiWeQwh;negative;2;NA
R_8USGRnZLqiWeQwh;negative;3;NA
R_8USGRnZLqiWeQwh;negative;4;NA
R_8USGRnZLqiWeQwh;negative;5;NA
R_2OI2FKps6abXD5I;positive;1;Legal immigrants can benefit the economy
R_2OI2FKps6abXD5I;positive;2;NA
R_2OI2FKps6abXD5I;positive;3;NA
R_2OI2FKps6abXD5I;positive;4;NA
R_2OI2FKps6abXD5I;positive;5;NA
R_2OI2FKps6abXD5I;negative;1;illegal immigration is bad for the country
R_2OI2FKps6abXD5I;negative;2;asylum seekers put a burden on UK services
R_2OI2FKps6abXD5I;negative;3;NA
R_2OI2FKps6abXD5I;negative;4;NA
R_2OI2FKps6abXD5I;negative;5;NA
R_8Ccls7PjkMcH7TX;positive;1;sometimes more tax
R_8Ccls7PjkMcH7TX;positive;2;skilled workers
R_8Ccls7PjkMcH7TX;positive;3;may bring business
R_8Ccls7PjkMcH7TX;positive;4;NA
R_8Ccls7PjkMcH7TX;positive;5;Good people
R_8Ccls7PjkMcH7TX;negative;1;Bad people
R_8Ccls7PjkMcH7TX;negative;2;Dangerous people
R_8Ccls7PjkMcH7TX;negative;3;somtimes hurt cohesion
R_8Ccls7PjkMcH7TX;negative;4;hurt housing/rental market
R_8Ccls7PjkMcH7TX;negative;5;illegal working
R_8gVxzL1j857WziF;positive;1;Filling job roles
R_8gVxzL1j857WziF;positive;2;NA
R_8gVxzL1j857WziF;positive;3;NA
R_8gVxzL1j857WziF;positive;4;NA
R_8gVxzL1j857WziF;positive;5;NA
R_8gVxzL1j857WziF;negative;1;NA
R_8gVxzL1j857WziF;negative;2;NA
R_8gVxzL1j857WziF;negative;3;NA
R_8gVxzL1j857WziF;negative;4;NA
R_8gVxzL1j857WziF;negative;5;NA
R_8IiaIt3rqNl4Hmn;positive;1;gives us a well rounded population in the country, more diversity in the country which is always a good thing
R_8IiaIt3rqNl4Hmn;positive;2;immigration can bring people who have high valued skills e.g doctors so it is a benefit to the uk when the uk are already facing shortages of doctors and having an nhs crisis.
R_8IiaIt3rqNl4Hmn;positive;3;it makes the uk a higher value country and it shows that the uk are accepting people to immigrate into the country and shows that people should be following their lead. It puts a good reputation on the line for the UK
R_8IiaIt3rqNl4Hmn;positive;4;It will bring more jobs and opportunities into the UK which is great
R_8IiaIt3rqNl4Hmn;positive;5;NA
R_8IiaIt3rqNl4Hmn;negative;1;government funding getting used on immigration when it can be used on other things that are more important.
R_8IiaIt3rqNl4Hmn;negative;2;NA
R_8IiaIt3rqNl4Hmn;negative;3;NA
R_8IiaIt3rqNl4Hmn;negative;4;NA
R_8IiaIt3rqNl4Hmn;negative;5;NA
R_8YSx5xNwclD02Ne;positive;1;They work and contribute to society
R_8YSx5xNwclD02Ne;positive;2;They are very hard working
R_8YSx5xNwclD02Ne;positive;3;They often take jobs which would remain unfilled
R_8YSx5xNwclD02Ne;positive;4;They help to create a rich varied society
R_8YSx5xNwclD02Ne;positive;5;They often have bet and stronger morals than the British
R_8YSx5xNwclD02Ne;negative;1;Illegals create housing shortages
R_8YSx5xNwclD02Ne;negative;2;Illegals are a drain on services eg NHS
R_8YSx5xNwclD02Ne;negative;3;Some refuse to adapt to British culture some have different values which I disagree with
R_8YSx5xNwclD02Ne;negative;4;Many may have committed crimes before coming here
R_8YSx5xNwclD02Ne;negative;5;Some treat women badly
R_8R9ZbjU9HdWquYX;positive;1;we need younger workers
R_8R9ZbjU9HdWquYX;positive;2;they do the jobs nobody wants
R_8R9ZbjU9HdWquYX;positive;3;the improve our culture
R_8R9ZbjU9HdWquYX;positive;4;the keep the NHS running
R_8R9ZbjU9HdWquYX;positive;5;NA
R_8R9ZbjU9HdWquYX;negative;1;it brings out the worst in the indigenous population
R_8R9ZbjU9HdWquYX;negative;2;so many union jacks hung upside down
R_8R9ZbjU9HdWquYX;negative;3;NA
R_8R9ZbjU9HdWquYX;negative;4;NA
R_8R9ZbjU9HdWquYX;negative;5;NA
R_26MtvTginoh2Hlf;positive;1;do the crap jobs
R_26MtvTginoh2Hlf;positive;2;NA
R_26MtvTginoh2Hlf;positive;3;NA
R_26MtvTginoh2Hlf;positive;4;NA
R_26MtvTginoh2Hlf;positive;5;NA
R_26MtvTginoh2Hlf;negative;1;strain public finances
R_26MtvTginoh2Hlf;negative;2;cause community tensions
R_26MtvTginoh2Hlf;negative;3;reduce social cohesion
R_26MtvTginoh2Hlf;negative;4;bring problems from other countries
R_26MtvTginoh2Hlf;negative;5;NA
R_8TtPWglkSzeCiwd;positive;1;Boost economy
R_8TtPWglkSzeCiwd;positive;2;population growth
R_8TtPWglkSzeCiwd;positive;3;diverse workforce
R_8TtPWglkSzeCiwd;positive;4;rich culture
R_8TtPWglkSzeCiwd;positive;5;learn from each other
R_8TtPWglkSzeCiwd;negative;1;burden to social amenities
R_8TtPWglkSzeCiwd;negative;2;tension within groups
R_8TtPWglkSzeCiwd;negative;3;language barrier
R_8TtPWglkSzeCiwd;negative;4;high rate of crime
R_8TtPWglkSzeCiwd;negative;5;lack of integration
R_2hMAI5OCUBhP084;positive;1;diversity
R_2hMAI5OCUBhP084;positive;2;brings new skills into UK
R_2hMAI5OCUBhP084;positive;3;helps fill jobs
R_2hMAI5OCUBhP084;positive;4;protects innocent refugees
R_2hMAI5OCUBhP084;positive;5;new cultures introduced
R_2hMAI5OCUBhP084;negative;1;can cause issues if no integration
R_2hMAI5OCUBhP084;negative;2;NA
R_2hMAI5OCUBhP084;negative;3;NA
R_2hMAI5OCUBhP084;negative;4;NA
R_2hMAI5OCUBhP084;negative;5;NA
R_2sLToHRSTxfmMkp;positive;1;helps with workforce for example the nhs
R_2sLToHRSTxfmMkp;positive;2;they contribute and pay taxes
R_2sLToHRSTxfmMkp;positive;3;skilled workers
R_2sLToHRSTxfmMkp;positive;4;mixed culture
R_2sLToHRSTxfmMkp;positive;5;NA
R_2sLToHRSTxfmMkp;negative;1;can lead to exploitation if its illegal immigration
R_2sLToHRSTxfmMkp;negative;2;NA
R_2sLToHRSTxfmMkp;negative;3;NA
R_2sLToHRSTxfmMkp;negative;4;NA
R_2sLToHRSTxfmMkp;negative;5;NA
R_85znFyzcWFNAeeG;positive;1;improves skill levels
R_85znFyzcWFNAeeG;positive;2;widens cultural base
R_85znFyzcWFNAeeG;positive;3;NA
R_85znFyzcWFNAeeG;positive;4;NA
R_85znFyzcWFNAeeG;positive;5;NA
R_85znFyzcWFNAeeG;negative;1;uncontrolled
R_85znFyzcWFNAeeG;negative;2;drain on resources
R_85znFyzcWFNAeeG;negative;3;alienation
R_85znFyzcWFNAeeG;negative;4;structural breakdown of society
R_85znFyzcWFNAeeG;negative;5;infrastructure deficient
R_8dj23LQ2Q3z2O4h;positive;1;More workers for UK
R_8dj23LQ2Q3z2O4h;positive;2;More economy
R_8dj23LQ2Q3z2O4h;positive;3;NA
R_8dj23LQ2Q3z2O4h;positive;4;NA
R_8dj23LQ2Q3z2O4h;positive;5;NA
R_8dj23LQ2Q3z2O4h;negative;1;Country overload
R_8dj23LQ2Q3z2O4h;negative;2;Lack of resources
R_8dj23LQ2Q3z2O4h;negative;3;Crime
R_8dj23LQ2Q3z2O4h;negative;4;NA
R_8dj23LQ2Q3z2O4h;negative;5;NA
R_839csV0E8TkDlby;positive;1;economic growth
R_839csV0E8TkDlby;positive;2;helps an aging population
R_839csV0E8TkDlby;positive;3;increases flexibility in the employment market
R_839csV0E8TkDlby;positive;4;NA
R_839csV0E8TkDlby;positive;5;NA
R_839csV0E8TkDlby;negative;1;over population
R_839csV0E8TkDlby;negative;2;reduces wages
R_839csV0E8TkDlby;negative;3;insufficient housing
R_839csV0E8TkDlby;negative;4;cultural clashes
R_839csV0E8TkDlby;negative;5;strain on public services
R_2q2YjXubSSxJGbv;positive;1;diversity
R_2q2YjXubSSxJGbv;positive;2;NA
R_2q2YjXubSSxJGbv;positive;3;NA
R_2q2YjXubSSxJGbv;positive;4;NA
R_2q2YjXubSSxJGbv;positive;5;NA
R_2q2YjXubSSxJGbv;negative;1;overcrowding
R_2q2YjXubSSxJGbv;negative;2;no idea who they are
R_2q2YjXubSSxJGbv;negative;3;NA
R_2q2YjXubSSxJGbv;negative;4;NA
R_2q2YjXubSSxJGbv;negative;5;NA
R_8pJM1lH5fX74Fbj;positive;1;Only LEGAL immigrants in jobs that are hard to fill like carers
R_8pJM1lH5fX74Fbj;positive;2;NA
R_8pJM1lH5fX74Fbj;positive;3;NA
R_8pJM1lH5fX74Fbj;positive;4;NA
R_8pJM1lH5fX74Fbj;positive;5;NA
R_8pJM1lH5fX74Fbj;negative;1;free housing whilst elderly struggle to pay bills
R_8pJM1lH5fX74Fbj;negative;2;free food whilst children and pensioners are living in poverty
R_8pJM1lH5fX74Fbj;negative;3;4 and 5 star hotels being trashed
R_8pJM1lH5fX74Fbj;negative;4;any one of the ILLEGAL immigrants could be a rapist, murderer, or terrorist
R_8pJM1lH5fX74Fbj;negative;5;Living a free life in a hotel whilst there are people living on the streets
R_2gMiS3ae9Rurv5T;positive;1;Immigrants are generally net contributors to the economy
R_2gMiS3ae9Rurv5T;positive;2;They do jobs British people are reluctant to do
R_2gMiS3ae9Rurv5T;positive;3;They bring much needed skills and qualifications
R_2gMiS3ae9Rurv5T;positive;4;They keep the nhs going and staffed
R_2gMiS3ae9Rurv5T;positive;5;They introduce us to new foods
R_2gMiS3ae9Rurv5T;negative;1;They suppress wages
R_2gMiS3ae9Rurv5T;negative;2;They remove the incentive for companies to improve jobs and training
R_2gMiS3ae9Rurv5T;negative;3;They add pressure to resources such as housing which are scarce for reasons that have nothing to do with immigration
R_2gMiS3ae9Rurv5T;negative;4;They add pressure to schools which are already under resourced because they may have language difficulties
R_2gMiS3ae9Rurv5T;negative;5;NA
R_2nMGIV7uu0n46F7;positive;1;Variety of views
R_2nMGIV7uu0n46F7;positive;2;Diversity
R_2nMGIV7uu0n46F7;positive;3;Opportunities to understand different cultures
R_2nMGIV7uu0n46F7;positive;4;NA
R_2nMGIV7uu0n46F7;positive;5;NA
R_2nMGIV7uu0n46F7;negative;1;Might increase crime rate
R_2nMGIV7uu0n46F7;negative;2;More burden to the goverment and a lot of UK citizen
R_2nMGIV7uu0n46F7;negative;3;NA
R_2nMGIV7uu0n46F7;negative;4;NA
R_2nMGIV7uu0n46F7;negative;5;NA
R_8YupY2XO2yE10ak;positive;1;Some say low level skills need to be imported
R_8YupY2XO2yE10ak;positive;2;NA
R_8YupY2XO2yE10ak;positive;3;NA
R_8YupY2XO2yE10ak;positive;4;NA
R_8YupY2XO2yE10ak;positive;5;NA
R_8YupY2XO2yE10ak;negative;1;Poor economic state
R_8YupY2XO2yE10ak;negative;2;Lack of integration
R_8YupY2XO2yE10ak;negative;3;Importation of divisive beliefs
R_8YupY2XO2yE10ak;negative;4;strain on health and social services
R_8YupY2XO2yE10ak;negative;5;Illegal immigration is a problem
R_22u9ACjEXOadxeQ;positive;1;English speaking country
R_22u9ACjEXOadxeQ;positive;2;Strong local communities
R_22u9ACjEXOadxeQ;positive;3;Lot's of opportunities
R_22u9ACjEXOadxeQ;positive;4;NA
R_22u9ACjEXOadxeQ;positive;5;NA
R_22u9ACjEXOadxeQ;negative;1;Job crisis
R_22u9ACjEXOadxeQ;negative;2;High crime
R_22u9ACjEXOadxeQ;negative;3;Worst transport conditions
R_22u9ACjEXOadxeQ;negative;4;NA
R_22u9ACjEXOadxeQ;negative;5;NA
R_2QnFedUS1I4ktHz;positive;1;Enriches culture
R_2QnFedUS1I4ktHz;positive;2;Supports the workforce
R_2QnFedUS1I4ktHz;positive;3;Exposes native population to a broader worldview
R_2QnFedUS1I4ktHz;positive;4;NA
R_2QnFedUS1I4ktHz;positive;5;NA
R_2QnFedUS1I4ktHz;negative;1;Pressure on housing stock
R_2QnFedUS1I4ktHz;negative;2;NA
R_2QnFedUS1I4ktHz;negative;3;NA
R_2QnFedUS1I4ktHz;negative;4;NA
R_2QnFedUS1I4ktHz;negative;5;NA
R_8b8tOZjMwZ5V0aZ;positive;1;NA
R_8b8tOZjMwZ5V0aZ;positive;2;NA
R_8b8tOZjMwZ5V0aZ;positive;3;NA
R_8b8tOZjMwZ5V0aZ;positive;4;NA
R_8b8tOZjMwZ5V0aZ;positive;5;NA
R_8b8tOZjMwZ5V0aZ;negative;1;NA
R_8b8tOZjMwZ5V0aZ;negative;2;NA
R_8b8tOZjMwZ5V0aZ;negative;3;NA
R_8b8tOZjMwZ5V0aZ;negative;4;NA
R_8b8tOZjMwZ5V0aZ;negative;5;NA
R_8V7NzE1sdtWkx1L;positive;1;economic benefits
R_8V7NzE1sdtWkx1L;positive;2;diversity
R_8V7NzE1sdtWkx1L;positive;3;lower unemployment rate
R_8V7NzE1sdtWkx1L;positive;4;higher skilled employment
R_8V7NzE1sdtWkx1L;positive;5;NA
R_8V7NzE1sdtWkx1L;negative;1;crime rate
R_8V7NzE1sdtWkx1L;negative;2;population
R_8V7NzE1sdtWkx1L;negative;3;pollution
R_8V7NzE1sdtWkx1L;negative;4;division
R_8V7NzE1sdtWkx1L;negative;5;polarization
R_8Q0i1m5bqDntPid;positive;1;Creating diversity within society for a more encompassing perspective on the world
R_8Q0i1m5bqDntPid;positive;2;Creating social inclusivity
R_8Q0i1m5bqDntPid;positive;3;Cultural understanding
R_8Q0i1m5bqDntPid;positive;4;Filling in gaps in the job market
R_8Q0i1m5bqDntPid;positive;5;NA
R_8Q0i1m5bqDntPid;negative;1;Overcrowding / overpopulation
R_8Q0i1m5bqDntPid;negative;2;Housing
R_8Q0i1m5bqDntPid;negative;3;Tensions between certain groups in close proximity can lead to unrest and violence
R_8Q0i1m5bqDntPid;negative;4;Undercutting jobs for natives
R_8Q0i1m5bqDntPid;negative;5;NA
R_8HiqldWUTacyTtK;positive;1;NA
R_8HiqldWUTacyTtK;positive;2;NA
R_8HiqldWUTacyTtK;positive;3;NA
R_8HiqldWUTacyTtK;positive;4;NA
R_8HiqldWUTacyTtK;positive;5;NA
R_8HiqldWUTacyTtK;negative;1;Culture divide
R_8HiqldWUTacyTtK;negative;2;Wasted resources
R_8HiqldWUTacyTtK;negative;3;Intimidation
R_8HiqldWUTacyTtK;negative;4;NA
R_8HiqldWUTacyTtK;negative;5;NA
R_231c7MBbiGlwrFg;positive;1;Workers
R_231c7MBbiGlwrFg;positive;2;Diversity
R_231c7MBbiGlwrFg;positive;3;NA
R_231c7MBbiGlwrFg;positive;4;NA
R_231c7MBbiGlwrFg;positive;5;NA
R_231c7MBbiGlwrFg;negative;1;NA
R_231c7MBbiGlwrFg;negative;2;NA
R_231c7MBbiGlwrFg;negative;3;NA
R_231c7MBbiGlwrFg;negative;4;NA
R_231c7MBbiGlwrFg;negative;5;NA
R_8ItSi5jcTCrKzUR;positive;1;Filling job/labour shortages.
R_8ItSi5jcTCrKzUR;positive;2;Different cultures.
R_8ItSi5jcTCrKzUR;positive;3;NA
R_8ItSi5jcTCrKzUR;positive;4;NA
R_8ItSi5jcTCrKzUR;positive;5;NA
R_8ItSi5jcTCrKzUR;negative;1;Increased pressure on public services like the NHS and housing
R_8ItSi5jcTCrKzUR;negative;2;Strain on the welfare system.
R_8ItSi5jcTCrKzUR;negative;3;Taking jobs that British people could have.
R_8ItSi5jcTCrKzUR;negative;4;Social intergration.
R_8ItSi5jcTCrKzUR;negative;5;Financial burden on the tax payer.
R_21zilqIFxXWxuRH;positive;1;helps people
R_21zilqIFxXWxuRH;positive;2;gives people a better life
R_21zilqIFxXWxuRH;positive;3;security for people becoming immigrants
R_21zilqIFxXWxuRH;positive;4;NA
R_21zilqIFxXWxuRH;positive;5;NA
R_21zilqIFxXWxuRH;negative;1;too many people being allowed in
R_21zilqIFxXWxuRH;negative;2;too many undocumented people being allowed in
R_21zilqIFxXWxuRH;negative;3;some people being allowed in who do not deserve to be alllowed in
R_21zilqIFxXWxuRH;negative;4;less money for UK citizens born in the UK
R_21zilqIFxXWxuRH;negative;5;UK citizens going without because of money being spent/wasted in immigration
R_2EzyKuotJ25kWHg;positive;1;our country is built on other cultures
R_2EzyKuotJ25kWHg;positive;2;our NHS is ran by a lot doctors from other countries
R_2EzyKuotJ25kWHg;positive;3;meeting and embracing new cultures
R_2EzyKuotJ25kWHg;positive;4;people deserve a safe place to live away from war or other serious events
R_2EzyKuotJ25kWHg;positive;5;NA
R_2EzyKuotJ25kWHg;negative;1;NA
R_2EzyKuotJ25kWHg;negative;2;NA
R_2EzyKuotJ25kWHg;negative;3;NA
R_2EzyKuotJ25kWHg;negative;4;NA
R_2EzyKuotJ25kWHg;negative;5;NA
R_2mVJ8TUbFqm0nNu;positive;1;Increased job opportunities
R_2mVJ8TUbFqm0nNu;positive;2;New culture
R_2mVJ8TUbFqm0nNu;positive;3;NA
R_2mVJ8TUbFqm0nNu;positive;4;NA
R_2mVJ8TUbFqm0nNu;positive;5;NA
R_2mVJ8TUbFqm0nNu;negative;1;Strain on the NHS
R_2mVJ8TUbFqm0nNu;negative;2;Financial reasons
R_2mVJ8TUbFqm0nNu;negative;3;NA
R_2mVJ8TUbFqm0nNu;negative;4;NA
R_2mVJ8TUbFqm0nNu;negative;5;NA
R_2AMWM34QKhwebuN;positive;1;NHS needs legal immigrants
R_2AMWM34QKhwebuN;positive;2;Agriculture needs legal immigrants
R_2AMWM34QKhwebuN;positive;3;Council departments needs legal immigrants
R_2AMWM34QKhwebuN;positive;4;Legal immigrants lead to a rich diversity
R_2AMWM34QKhwebuN;positive;5;NA
R_2AMWM34QKhwebuN;negative;1;Causes fighting in the streets
R_2AMWM34QKhwebuN;negative;2;Given a better deal that UK citizens in some respects.
R_2AMWM34QKhwebuN;negative;3;Far, far too many of them!
R_2AMWM34QKhwebuN;negative;4;They're not productive
R_2AMWM34QKhwebuN;negative;5;NA
R_2Oihvr7tameG8xo;positive;1;increase in qualified people
R_2Oihvr7tameG8xo;positive;2;NA
R_2Oihvr7tameG8xo;positive;3;NA
R_2Oihvr7tameG8xo;positive;4;NA
R_2Oihvr7tameG8xo;positive;5;NA
R_2Oihvr7tameG8xo;negative;1;safety concerns
R_2Oihvr7tameG8xo;negative;2;overcrowding
R_2Oihvr7tameG8xo;negative;3;NA
R_2Oihvr7tameG8xo;negative;4;NA
R_2Oihvr7tameG8xo;negative;5;NA
R_8PmPtQ6oH90hOQp;positive;1;brings in labour
R_8PmPtQ6oH90hOQp;positive;2;adds to the diversity
R_8PmPtQ6oH90hOQp;positive;3;counters lowering birth rates
R_8PmPtQ6oH90hOQp;positive;4;NA
R_8PmPtQ6oH90hOQp;positive;5;NA
R_8PmPtQ6oH90hOQp;negative;1;puts strains on the health service
R_8PmPtQ6oH90hOQp;negative;2;puts strains on schools
R_8PmPtQ6oH90hOQp;negative;3;puts strains on housing
R_8PmPtQ6oH90hOQp;negative;4;creates ghettos
R_8PmPtQ6oH90hOQp;negative;5;NA
R_20NFjjgEbB4YIql;positive;1;Skilled workers
R_20NFjjgEbB4YIql;positive;2;Increased diversity
R_20NFjjgEbB4YIql;positive;3;Different cultures
R_20NFjjgEbB4YIql;positive;4;NA
R_20NFjjgEbB4YIql;positive;5;NA
R_20NFjjgEbB4YIql;negative;1;Potential costs?
R_20NFjjgEbB4YIql;negative;2;NA
R_20NFjjgEbB4YIql;negative;3;NA
R_20NFjjgEbB4YIql;negative;4;NA
R_20NFjjgEbB4YIql;negative;5;NA
R_2DqxF4BM3Q9XqaW;positive;1;Diversity
R_2DqxF4BM3Q9XqaW;positive;2;Opportunities
R_2DqxF4BM3Q9XqaW;positive;3;NA
R_2DqxF4BM3Q9XqaW;positive;4;NA
R_2DqxF4BM3Q9XqaW;positive;5;NA
R_2DqxF4BM3Q9XqaW;negative;1;Crime
R_2DqxF4BM3Q9XqaW;negative;2;Undesirable migrants
R_2DqxF4BM3Q9XqaW;negative;3;NA
R_2DqxF4BM3Q9XqaW;negative;4;NA
R_2DqxF4BM3Q9XqaW;negative;5;NA
R_8HA1N0vI9aaKXl6;positive;1;different cultures lead to new opportunities
R_8HA1N0vI9aaKXl6;positive;2;greater diversity
